CustomerID,FirstName,LastName,Date_of_Birth,City,State,Country,PostalCode,Phone,Email,DateEntered
57211,Kathleen,Thomas,09/20/1960,Denver,Colorado,United States,916703,8317912235,Kathleen.Thomas@gmail.com,06/20/2020
57212,Amy,Kirsten,11/08/1991,Yekaterinburg,Sverdlovsk Oblast,Russia,532105,7758924386,Amy.Kirsten@gmail.com,06/21/2020
57213,Shirley,Taylor,05/23/1993,Gurgaon,Haryana,India,710807,8301878470,Shirley.Taylor@gmail.com,06/27/2020
57214,Angela,Rosen,05/14/1965,Patras,Western Greece,Greece,634543,7570159009,Angela.Rosen@gmail.com,06/27/2020
57215,Helen,Keller,09/16/1973,New York,New York,United States,706545,9871513092,Helen.Keller@gmail.com,07/01/2020
57216,Anna,Downey,10/30/1974,Galway,Galway,Ireland,572235,6355840254,Anna.Downey@gmail.com,07/02/2020
57217,Brenda,Williams,04/13/1951,Varanasi,Uttar Pradesh,India,564691,7440859268,Brenda.Williams@gmail.com,07/02/2020
57218,Pamela,Johnson,04/18/1969,Gurgaon,Haryana,India,681558,9952427264,Pamela.Johnson@gmail.com,07/03/2020
57219,Nicole,Williams,04/29/1999,Amritsar,Punjab,India,188604,7736783821,Nicole.Williams@gmail.com,07/09/2020
57220,Emma,Beckham,12/15/1997,Patras,Western Greece,Greece,279516,7368939317,Emma.Beckham@gmail.com,07/10/2020
57221,Samantha,Lee,03/31/1987,Denver,Colorado,United States,587794,7353007738,Samantha.Lee@gmail.com,07/12/2020
57222,Katherine,Clark,04/22/1988,Amsterdam,North Holland,Netherlands,956840,8864524394,Katherine.Clark@gmail.com,07/17/2020
57223,Christine,Adams,02/27/1957,Timisoara,Timis,Romania,674492,6993371396,Christine.Adams@gmail.com,07/22/2020
57224,Debra,Nelson,09/08/1955,Denver,Colorado,United States,329286,8210480859,Debra.Nelson@gmail.com,07/28/2020
57225,Rachel,Torres,07/16/1959,Zurich,Zurich,Switzerland,945576,7657531195,Rachel.Torres@gmail.com,08/03/2020
57226,Catherine,Green,05/25/1979,Villach,Carinthia,Austria,197618,6908522160,Catherine.Green@gmail.com,08/03/2020
57227,Carolyn,Forres,10/01/1970,San Francisco,California,United States,123473,8590782836,Carolyn.Forres@gmail.com,08/06/2020
57228,Janet,Hill,11/07/1961,Faridabad,Haryana,India,290919,7180792577,Janet.Hill@gmail.com,08/08/2020
57229,Ruth,Carter,05/24/1971,Hamburg,Hamburg,Germany,439471,8323993680,Ruth.Carter@gmail.com,08/09/2020
57230,Maria,Robins,01/12/1985,New York,New York,United States,863411,9473913464,Maria.Robins@gmail.com,08/10/2020
57231,Heather,Phillips,02/22/1960,Warsaw,Masovian,Poland,949451,7979859001,Heather.Phillips@gmail.com,08/12/2020
57232,Diane,Morgan,11/13/1953,San Francisco,California,United States,703466,9095575459,Diane.Morgan@gmail.com,08/16/2020
57233,Virginia,Cook,08/11/1988,Houston,Texas,United States,691595,9190541428,Virginia.Cook@gmail.com,08/16/2020
57234,Julie,Botham,03/16/1951,Timisoara,Timis,Romania,436797,9556799110,Julie.Botham@gmail.com,08/17/2020
57235,Joyce,Ryder,09/01/1998,Faridabad,Haryana,India,176968,8994343494,Joyce.Ryder@gmail.com,08/20/2020
57236,Victoria,Queen,12/03/1971,Galway,Galway,Ireland,151232,8417363453,Victoria.Queen@gmail.com,08/22/2020
57237,Olivia,Olsen,01/13/1974,Jacksonville,Florida,United States,653844,6053084449,Olivia.Olsen@gmail.com,08/23/2020
57238,Kelly,Clarkson,02/18/1995,Hamburg,Hamburg,Germany,195409,6179968697,Kelly.Clarkson@gmail.com,08/25/2020
57239,Christina,Aguilera,03/12/1998,Brussels,Brussels-Capital,Belgium,494735,8117434671,Christina.Aguilera@gmail.com,08/26/2020
57240,Lauren,Gottileb,01/27/1993,Paris,Île-de-France,France,361087,8366844510,Lauren.Gottileb@gmail.com,09/04/2020
57241,Joan,Benet,08/01/1982,Moscow,Moscow,Russia,318647,9087276702,Joan.Benet@gmail.com,09/04/2020
57242,Evelyn,Mendoza,11/21/1952,Athens,Attica,Greece,621713,7719663090,Evelyn.Mendoza@gmail.com,09/06/2020
57243,Judith,Hugh,07/10/1988,Bucharest,Bucharest,Romania,610391,7053364959,Judith.Hugh@gmail.com,09/06/2020
57244,Megan,Benner,02/16/1970,Zurich,Zurich,Switzerland,186737,8931159199,Megan.Benner@gmail.com,09/07/2020
57245,Cheryl,Lewis,06/12/1974,Denver,Colorado,United States,921659,7712791109,Cheryl.Lewis@gmail.com,09/10/2020
57246,Andrea,Botez,01/24/1991,Faridabad,Haryana,India,630912,7948710357,Andrea.Botez@gmail.com,09/10/2020
57247,Hannah,Montana,02/08/1975,Montpellier,Occitanie,France,806001,6434207090,Hannah.Montana@gmail.com,09/11/2020
57248,Martha,Patterson,05/18/1988,New York,New York,United States,454322,8252695615,Martha.Patterson@gmail.com,09/12/2020
57249,Jacqueline,Fernandez,02/08/1987,Houston,Texas,United States,230288,6482043079,Jacqueline.Fernandez@gmail.com,09/13/2020
57250,Frances,Alexander,05/13/1956,Belfast,Belfast,Northern Ireland,926703,6234633197,Frances.Alexander@gmail.com,09/14/2020
57251,Gloria,Woods,01/13/1954,Ghaziabad,Uttar Pradesh,India,430221,8527263910,Gloria.Woods@gmail.com,09/15/2020
57252,Ann,Stevens,11/07/1986,Amritsar,Punjab,India,318347,6573307552,Ann.Stevens@gmail.com,09/16/2020
57253,Teresa,Murray,02/15/1964,Patras,Western Greece,Greece,606168,7173171969,Teresa.Murray@gmail.com,09/17/2020
57254,Kathryn,Clark,01/13/1961,Denver,Colorado,United States,239647,6085234009,Kathryn.Clark@gmail.com,09/17/2020
57255,Sara,Nicoleson,04/29/1993,Amsterdam,North Holland,Netherlands,440101,7968554912,Sara.Nicoleson@gmail.com,09/17/2020
57256,Janice,Vazquez,11/14/1988,Agra,Uttar Pradesh,India,417337,7725290862,Janice.Vazquez@gmail.com,09/17/2020
57257,Jean,Kelley,02/19/1970,Bremen,Bremen,Germany,614575,8989746280,Jean.Kelley@gmail.com,09/18/2020
57258,Alice,Spencer,12/21/1982,Jacksonville,Florida,United States,263536,8113067809,Alice.Spencer@gmail.com,09/19/2020
57259,Madison,Hawkins,11/21/1957,Warsaw,Masovian,Poland,323188,8833067511,Madison.Hawkins@gmail.com,09/21/2020
57260,Doris,Johnson,11/08/1963,Athens,Attica,Greece,124535,8101854434,Doris.Johnson@gmail.com,09/23/2020
57261,Abigail,Richards,01/13/1965,Brussels,Brussels-Capital,Belgium,829257,9617315057,Abigail.Richards@gmail.com,09/25/2020
57262,Julia,Willis,03/21/1969,Bhopal,Madhya Pradesh,India,881438,6494120531,Julia.Willis@gmail.com,10/03/2020
57263,Judy,Carpenter,10/24/1960,Bucharest,Bucharest,Romania,988887,9762599397,Judy.Carpenter@gmail.com,10/04/2020
57264,Grace,Carter,11/27/1968,New York,New York,United States,760552,7106233188,Grace.Carter@gmail.com,10/04/2020
57265,Denise,George,12/25/1954,Athens,Attica,Greece,647282,6859582666,Denise.George@gmail.com,10/04/2020
57266,Amber,OBrien,03/26/1976,Brussels,Brussels-Capital,Belgium,464963,6124916365,Amber.OBrien@gmail.com,10/04/2020
57267,Marilyn,Johnson,03/10/1967,Bhopal,Madhya Pradesh,India,816953,6407172417,Marilyn.Johnson@gmail.com,10/04/2020
57268,Beverly,Hills,01/05/1998,Moscow,Moscow,Russia,272100,6269994683,Beverly.Hills@gmail.com,10/06/2020
57269,Danielle,Barrett,07/08/1997,Galway,Galway,Ireland,585217,7674643172,Danielle.Barrett@gmail.com,10/09/2020
57270,Theresa,Lawson,08/29/1984,Jacksonville,Florida,United States,537846,8936184424,Theresa.Lawson@gmail.com,10/10/2020
57271,Sophia,Marquez,04/14/1954,Jacksonville,Florida,United States,890551,8096156139,Sophia.Marquez@gmail.com,10/11/2020
57272,Marie,Douglas,10/18/1969,Vienna,Vienna,Austria,983729,6547496325,Marie.Douglas@gmail.com,10/12/2020
57273,Diana,Walter,06/09/1951,Dublin,Dublin,Ireland,675334,8654363725,Diana.Walter@gmail.com,10/14/2020
57274,Brittany,Brown,07/14/1959,Lisbon,Lisbon,Portugal,318056,8200120323,Brittany.Brown@gmail.com,10/16/2020
57275,Natalie,Bates,06/08/1979,Zurich,Zurich,Switzerland,521496,9440395221,Natalie.Bates@gmail.com,10/16/2020
57276,Isabella,Beck,07/18/1978,Bucharest,Bucharest,Romania,298006,8734858705,Isabella.Beck@gmail.com,10/17/2020
57277,Charlotte,Flair,12/06/1970,Cork,Cork,Ireland,118533,7337665062,Charlotte.Flair@gmail.com,10/22/2020
57278,Rose,Mary,06/22/1981,Bucharest,Bucharest,Romania,491441,7172185088,Rose.Mary@gmail.com,10/23/2020
57279,Alexis,Duran,05/26/1963,Montpellier,Occitanie,France,496069,9476790199,Alexis.Duran@gmail.com,10/24/2020
57280,Kayla,Grey,05/17/1952,Lucknow,Uttar Pradesh,India,753596,6528224522,Kayla.Grey@gmail.com,11/09/2020
57281,Jack,Logan,11/11/1951,Timisoara,Timis,Romania,479262,9221101294,Jack.Logan@gmail.com,11/12/2020
57282,Oliver,Alan,07/22/1976,Houston,Texas,United States,924280,7037290568,Oliver.Alan@gmail.com,11/13/2020
57283,James,Juan,12/21/1977,New York,New York,United States,431266,7001938717,James.Juan@gmail.com,11/15/2020
57284,Charlie,Wayne,06/30/1968,Jacksonville,Florida,United States,550464,7427480588,Charlie.Wayne@gmail.com,11/16/2020
57285,Harris,Roy,09/18/1951,Bucharest,Bucharest,Romania,726977,6927799940,Harris.Roy@gmail.com,11/16/2020
57286,Lewis,Ralph,03/24/1990,Kanpur,Uttar Pradesh,India,792167,8884125570,Lewis.Ralph@gmail.com,11/17/2020
57287,Leo,Randy,02/06/1992,Berlin,Berlin,Germany,633334,8901599633,Leo.Randy@gmail.com,11/18/2020
57288,Noah,Eugene,01/07/1965,Cork,Cork,Ireland,116703,7508025842,Noah.Eugene@gmail.com,11/18/2020
57289,Alfie,Vincent,12/26/1972,Moscow,Moscow,Russia,438530,9718477011,Alfie.Vincent@gmail.com,11/22/2020
57290,Rory,Russell,12/08/1990,Brussels,Brussels-Capital,Belgium,888264,9310284261,Rory.Russell@gmail.com,12/02/2020
57291,Alexander,Elijah,08/26/1956,Athens,Attica,Greece,693189,8567898862,Alexander.Elijah@gmail.com,12/05/2020
57292,Max,Louis,08/19/1950,Porto,Porto,Portugal,122488,6024573627,Max.Louis@gmail.com,12/14/2020
57293,Logan,Bobby,10/06/1976,Jacksonville,Florida,United States,276370,9375899095,Logan.Bobby@gmail.com,12/14/2020
57294,Lucas,Philip,03/29/1980,Vienna,Vienna,Austria,875255,7264764389,Lucas.Philip@gmail.com,12/15/2020
57295,Harry,Johnny,01/27/1982,Dublin,Dublin,Ireland,536552,7906352429,Harry.Johnny@gmail.com,12/22/2020
57296,Theo,Mary,10/28/1961,Lisbon,Lisbon,Portugal,143218,6877385491,Theo.Mary@gmail.com,12/24/2020
57297,Thomas,Patricia,08/16/1984,Jaipur,Rajasthan,India,948553,6466821987,Thomas.Patricia@gmail.com,12/24/2020
